customer_id,customer_region,customer_age_band,customer_tenure_months,preferred_language,accessibility_support_flag
CUST0013799,East Midlands,35-44,22,English,0
CUST0176694,Yorkshire,65+,14,English,0
CUST0064267,North West,35-44,17,English,0
CUST0059118,Scotland,55-64,29,English,0
CUST0042171,Scotland,18-24,44,English,0
CUST0113939,London,35-44,50,English,0
CUST0165821,South East,35-44,29,English,0
CUST0105461,West Midlands,55-64,13,English,0
CUST0093187,Scotland,25-34,32,English,0
CUST0199965,South West,55-64,15,English,0
CUST0124263,West Midlands,55-64,20,English,0
CUST0185322,South East,35-44,72,English,0
CUST0093244,Northern Ireland,65+,95,English,0
CUST0145080,Yorkshire,35-44,72,Urdu,0
CUST0065401,London,45-54,35,English,0
CUST0026594,North West,45-54,15,English,0
CUST0097599,London,25-34,30,English,0
CUST0054460,Yorkshire,25-34,47,Polish,0
CUST0028094,London,25-34,37,English,0
CUST0188446,South West,25-34,41,English,0
CUST0193610,North West,18-24,26,English,0
CUST0031976,Wales,45-54,44,English,0
CUST0060363,South West,25-34,18,English,0
CUST0119579,North West,35-44,7,Polish,0
CUST0042867,Yorkshire,45-54,22,English,0
CUST0031874,London,25-34,15,English,0
CUST0135458,South East,55-64,39,Punjabi,0
CUST0196287,London,18-24,46,English,0
CUST0128980,South West,25-34,17,English,0
CUST0171706,South West,65+,53,English,0
CUST0176578,South West,25-34,75,English,0
CUST0035233,West Midlands,45-54,25,Urdu,0
CUST0100787,Wales,35-44,14,English,0
CUST0103362,Yorkshire,45-54,82,English,0
CUST0025328,South East,65+,5,English,0
CUST0069926,London,45-54,24,Polish,0
CUST0000814,East Midlands,45-54,36,English,0
CUST0156780,Wales,18-24,16,English,0
CUST0075823,London,18-24,49,English,0
CUST0123257,Northern Ireland,25-34,41,English,0
CUST0131720,North West,45-54,32,English,0
CUST0083864,Scotland,55-64,63,English,0
CUST0093988,Scotland,25-34,73,English,0
CUST0163913,Northern Ireland,45-54,57,English,0
CUST0004140,North West,35-44,51,English,0
CUST0050764,Yorkshire,25-34,17,English,0
CUST0146707,West Midlands,55-64,5,English,0
CUST0091842,South West,25-34,39,English,0
CUST0020862,Wales,35-44,88,English,0
CUST0008826,South East,25-34,22,Urdu,0
CUST0073714,Scotland,45-54,27,English,0
CUST0092705,Scotland,35-44,67,English,0
CUST0092975,Yorkshire,45-54,43,English,0
CUST0163380,North West,25-34,65,English,1
CUST0012685,North West,45-54,46,English,0
CUST0123006,South West,18-24,41,Punjabi,0
CUST0024275,Yorkshire,45-54,31,English,0
CUST0122839,Scotland,25-34,40,English,0
CUST0047990,South East,35-44,23,English,0
CUST0088813,North West,45-54,32,English,0
CUST0040051,London,18-24,40,English,0
CUST0063126,London,55-64,25,English,0
CUST0184904,Yorkshire,35-44,18,English,0
CUST0187966,London,35-44,31,Punjabi,0
CUST0140695,South East,25-34,7,English,0
CUST0174074,Scotland,55-64,44,English,0
CUST0076354,North West,55-64,50,English,0
CUST0162845,london,35-44,46,English,0
CUST0179621,Wales,18-24,28,English,0
CUST0063849,West Midlands,65+,12,Punjabi,0
CUST0010243,East Midlands,65+,2,English,0
CUST0191720,East Midlands,45-54,13,English,0
CUST0107057,East Midlands,35-44,12,English,0
CUST0058725,Yorkshire,35-44,43,English,0
CUST0112957,Scotland,18-24,18,English,0
CUST0190787,South East,45-54,30,English,0
CUST0034107,West Midlands,55-64,22,English,0
CUST0041550,East Midlands,25-34,43,Polish,0
CUST0158158,East Midlands,55-64,12,English,0
CUST0100153,East Midlands,18-24,17,English,0
CUST0048985,North West,55-64,41,English,0
CUST0042224,Scotland,25-34,55,English,0
CUST0099344,South East,18-24,37,English,0
CUST0071267,North West,18-24,13,English,0
CUST0175608,North West,35-44,52,English,0
CUST0019862,London,25-34,3,English,0
CUST0193604,South East,65+,18,English,0
CUST0020422,East Midlands,35-44,30,Welsh,0
CUST0161614,South West,45-54,7,English,0
CUST0025652,Yorkshire,18-24,44,Polish,0
CUST0021721,South East,35-44,53,English,0
CUST0190233,North West,55-64,49,English,0
CUST0051418,North West,55-64,50,English,0
CUST0054645,London,35-44,18,English,0
CUST0154677,South East,45-54,62,Urdu,0
CUST0152795,South West,55-64,11,Polish,1
CUST0109338,West Midlands,55-64,41,English,0
CUST0018995,North West,25-34,54,English,0
CUST0001735,Northern Ireland,45-54,83,English,0
CUST0076884,East Midlands,35-44,53,Romanian,0
CUST0196684,West Midlands,55-64,11,English,0
CUST0006218,London,65+,16,English,0
CUST0146173,West Midlands,35-44,55,English,0
CUST0199180,East Midlands,55-64,36,Urdu,0
CUST0013661,South West,35-44,25,English,0
CUST0141310,East Midlands,65+,64,Romanian,0
CUST0082527,East Midlands,35-44,28,English,0
CUST0016002,North West,25-34,48,English,1
CUST0007894,,45-54,27,English,0
CUST0039089,Scotland,18-24,5,Polish,0
CUST0020631,London,35-44,11,English,0
CUST0074198,Wales,35-44,37,English,0
CUST0014974,London,65+,30,English,0
CUST0082651,North West,45-54,8,English,0
CUST0183720,North West,18-24,26,English,0
CUST0042810,Wales,35-44,2,English,0
CUST0166468,Yorkshire,25-34,12,English,0
CUST0131094,South East,45-54,38,English,0
CUST0194774,London,55-64,3,English,1
CUST0091413,London,25-34,55,English,0
CUST0050387,London,45-54,26,English,0
CUST0017664,Yorkshire,35-44,27,English,0
CUST0017600,Scotland,25-34,38,English,0
CUST0057787,South East,35-44,63,English,0
CUST0162796,West Midlands,18-24,69,English,0
CUST0144790,Scotland,35-44,13,English,0
CUST0183289,Yorkshire,25-34,6,English,0
CUST0137699,London,25-34,7,English,0
CUST0198539,North West,35-44,32,English,0
CUST0175634,London,25-34,63,English,0
CUST0022922,,25-34,35,Romanian,0
CUST0097186,London,25-34,38,English,0
CUST0023794,London,25-34,17,English,0
CUST0167585,West Midlands,65+,47,English,0
CUST0082948,Wales,55-64,44,English,1
CUST0169344,Scotland,45-54,27,English,0
CUST0190246,South East,25-34,14,English,1
CUST0092304,Northern Ireland,45-54,17,English,0
CUST0007855,Yorkshire,55-64,53,English,0
CUST0093721,South East,45-54,32,English,0
CUST0118090,South East,18-24,30,English,0
CUST0008600,Yorkshire,18-24,35,English,0
CUST0040767,North West,35-44,31,English,0
CUST0010421,North West,18-24,36,English,0
CUST0137849,West Midlands,65+,41,English,0
CUST0114596,South West,35-44,43,English,0
CUST0043289,South West,25-34,48,English,0
CUST0061419,Scotland,55-64,47,English,0
CUST0174800,South East,25-34,27,English,0
CUST0053047,West Midlands,35-44,33,English,0
CUST0019522,Northern Ireland,45-54,24,Polish,0
CUST0039318,London,35-44,36,English,0
CUST0055317,London,55-64,25,English,0
CUST0171245,Scotland,35-44,14,English,0
CUST0195429,North West,55-64,25,English,0
CUST0195400,West Midlands,25-34,17,English,0
CUST0100170,Wales,45-54,15,English,0
CUST0110147,West Midlands,35-44,8,English,0
CUST0175388,East Midlands,25-34,24,English,0
CUST0069451,London,35-44,51,English,0
CUST0184968,West Midlands,45-54,12,English,0
CUST0128699,Northern Ireland,55-64,42,English,1
CUST0096108,London,45-54,11,English,0
CUST0002122,South West,65+,25,Romanian,1
CUST0179138,South West,35-44,12,English,0
CUST0122812,London,35-44,60,English,0
CUST0018457,East Midlands,35-44,28,English,0
CUST0079242,South East,45-54,15,English,0
CUST0115918,Northern Ireland,45-54,17,English,1
CUST0103234,Yorkshire,45-54,19,English,0
CUST0184692,North West,35-44,14,English,0
CUST0179257,London,18-24,49,English,0
CUST0164979,South East,18-24,12,English,0
CUST0037482,South East,25-34,30,English,0
CUST0091139,South West,18-24,56,English,0
CUST0034093,London,45-54,16,English,0
CUST0158333,West Midlands,25-34,86,English,0
CUST0030400,Northern Ireland,45-54,23,Urdu,0
CUST0017173,Wales,18-24,82,English,0
CUST0125875,London,35-44,38,English,0
CUST0193986,North West,18-24,24,English,0
CUST0027825,Yorkshire,25-34,11,English,1
CUST0100042,North West,45-54,15,English,0
CUST0110718,Yorkshire,55-64,35,English,0
CUST0085649,East Midlands,65+,31,English,0
CUST0129439,London,25-34,32,English,0
CUST0029500,West Midlands,35-44,50,English,0
CUST0061518,Yorkshire,35-44,28,English,0
CUST0195425,South West,35-44,78,English,0
CUST0044624,London,55-64,17,English,0
CUST0004824,South East,35-44,32,English,0
CUST0122898,South East,45-54,19,English,0
CUST0049294,South East,45-54,58,English,0
CUST0075545,East Midlands,25-34,4,English,0
CUST0149983,Yorkshire,65+,40,English,0
CUST0059296,North West,35-44,10,English,0
CUST0038981,West Midlands,45-54,29,English,0
CUST0158202,Scotland,25-34,28,English,0
CUST0159923,Yorkshire,45-54,21,English,0
CUST0180383,London,25-34,12,English,0
CUST0037728,West Midlands,25-34,42,English,0
CUST0142899,Northern Ireland,65+,44,English,0
CUST0024600,Northern Ireland,45-54,8,Punjabi,0
CUST0171739,London,45-54,9,Polish,0
CUST0084326,Wales,25-34,49,English,0
CUST0038298,South East,45-54,14,English,0
CUST0135521,London,45-54,26,English,0
CUST0090971,South West,45-54,6,English,0
CUST0052915,Scotland,25-34,44,English,0
CUST0091082,South West,25-34,66,English,0
CUST0044580,West Midlands,35-44,26,English,0
CUST0133387,South East,55-64,80,English,0
CUST0026052,South East,25-34,19,English,0
CUST0176824,South East,55-64,39,English,0
CUST0091210,South East,65+,7,English,0
CUST0061222,,45-54,71,English,0
CUST0142397,East Midlands,25-34,59,English,0
CUST0193163,Northern Ireland,25-34,26,English,0
CUST0081972,Yorkshire,55-64,25,English,0
CUST0136569,London,45-54,37,English,0
CUST0032048,West Midlands,25-34,29,English,0
CUST0121285,,25-34,9,English,0
CUST0123101,London,55-64,42,English,0
CUST0044710,South East,45-54,62,Urdu,0
CUST0056033,South West,65+,35,English,0
CUST0091362,Yorkshire,25-34,49,English,0
CUST0082217,South East,55-64,52,Punjabi,0
CUST0131072,London,55-64,18,English,0
CUST0153730,London,35-44,40,English,0
CUST0146870,South East,55-64,58,English,0
CUST0113807,South West,25-34,29,English,0
CUST0137665,Yorkshire,65+,51,English,0
CUST0099694,West Midlands,35-44,9,English,1
CUST0101989,North West,35-44,6,English,0
CUST0022361,East Midlands,35-44,91,English,0
CUST0087666,Scotland,45-54,20,English,0
CUST0118606,Yorkshire,65+,14,English,0
CUST0162406,,25-34,40,English,0
CUST0133478,,18-24,44,English,0
CUST0152393,South East,18-24,20,English,0
CUST0188878,North West,55-64,15,English,0
CUST0144092,East Midlands,65+,39,English,0
CUST0138788,South East,35-44,53,English,0
CUST0076048,Yorkshire,25-34,1,English,0
CUST0125563,East Midlands,45-54,22,English,0
CUST0092570,East Midlands,35-44,54,English,0
CUST0086532,East Midlands,55-64,42,English,0
CUST0038198,South East,35-44,13,English,0
CUST0075982,Yorkshire,35-44,53,Polish,0
CUST0091844,South West,45-54,36,English,0
CUST0032783,Yorkshire,55-64,6,English,0
CUST0101045,North West,35-44,69,English,0
CUST0171298,North West,25-34,9,English,0
CUST0162574,London,25-34,36,English,0
CUST0103581,London,35-44,76,English,0
CUST0116191,East Midlands,25-34,12,English,0
CUST0053124,,35-44,57,English,0
CUST0068041,Scotland,55-64,6,English,0
CUST0194065,London,55-64,70,English,0
CUST0050899,West Midlands,45-54,5,Punjabi,0
CUST0102806,Scotland,25-34,22,English,0
CUST0070322,London,45-54,35,English,0
CUST0101854,South West,55-64,37,English,0
CUST0052997,London,55-64,15,English,0
CUST0022343,Wales,55-64,22,English,0
CUST0007626,East Midlands,35-44,32,English,0
CUST0172488,North West,45-54,20,English,0
CUST0016133,Northern Ireland,25-34,43,English,0
CUST0141353,London,45-54,36,English,0
CUST0046983,North West,55-64,32,Punjabi,0
CUST0017546,East Midlands,55-64,41,English,0
CUST0178571,London,18-24,51,English,0
CUST0170826,East Midlands,25-34,23,English,0
CUST0129109,South East,45-54,36,Urdu,0
CUST0050202,Yorkshire,25-34,18,English,0
CUST0102151,South East,35-44,34,English,0
CUST0127790,South West,35-44,68,English,0
CUST0048690,North West,55-64,20,English,0
CUST0101375,North West,45-54,6,English,0
CUST0071362,North West,45-54,110,English,0
CUST0009174,London,18-24,36,English,0
CUST0102447,West Midlands,35-44,20,English,0
CUST0038662,South West,55-64,4,English,0
CUST0131273,South East,55-64,14,English,1
CUST0183625,South East,25-34,41,English,0
CUST0149853,East Midlands,65+,11,English,0
CUST0035733,West Midlands,35-44,120,English,0
CUST0105058,West Midlands,25-34,59,English,0
CUST0188608,London,25-34,45,English,0
CUST0128649,Wales,35-44,19,English,0
CUST0126268,South East,35-44,28,English,0
CUST0175059,London,45-54,41,English,0
CUST0088273,South East,35-44,53,English,0
CUST0052282,South West,35-44,7,English,0
CUST0128537,South West,18-24,47,English,0
CUST0191072,South East,18-24,11,English,0
CUST0105231,London,55-64,102,English,0
CUST0157637,Scotland,55-64,21,English,0
CUST0102677,Wales,35-44,20,English,0
CUST0092255,West Midlands,35-44,20,English,0
CUST0039394,London,25-34,14,English,0
CUST0017306,East Midlands,25-34,6,English,0
CUST0106185,London,35-44,32,English,0
CUST0154590,Scotland,18-24,18,English,0
CUST0060826,South East,45-54,64,English,0
CUST0009816,Yorkshire,65+,48,English,0
CUST0109625,North West,45-54,22,English,0
CUST0171787,London,45-54,67,English,0
CUST0150786,West Midlands,35-44,55,English,1
CUST0152698,Yorkshire,25-34,13,English,0
CUST0086441,North West,35-44,12,English,0
CUST0008872,London,45-54,22,English,0
CUST0078235,North West,65+,10,English,0
CUST0022076,North West,35-44,33,English,0
CUST0146103,Yorkshire,65+,38,English,0
CUST0155058,london,45-54,51,English,0
CUST0148662,South East,35-44,35,English,0
CUST0099862,West Midlands,65+,54,English,0
CUST0069011,South West,25-34,32,English,0
CUST0011659,London,25-34,31,English,0
CUST0132802,Scotland,35-44,88,English,0
CUST0148577,South West,55-64,69,English,0
CUST0041616,London,18-24,4,English,0
CUST0163536,Scotland,65+,101,English,1
CUST0162351,South West,65+,54,English,0
CUST0193644,South East,55-64,53,English,0
CUST0125992,South West,25-34,35,English,0
CUST0190770,South West,45-54,15,English,0
CUST0077683,Yorkshire,25-34,23,English,0
CUST0030592,Scotland,18-24,14,English,0
CUST0196594,North West,55-64,45,English,0
CUST0015612,South East,25-34,29,English,0
CUST0128354,North West,25-34,24,English,0
CUST0035762,South East,35-44,41,English,0
CUST0028999,West Midlands,65+,6,English,0
CUST0133412,South West,25-34,39,English,0
CUST0156760,Yorkshire,25-34,13,English,0
CUST0169605,South East,55-64,73,English,1
CUST0187580,West Midlands,25-34,14,English,0
CUST0086810,North West,25-34,36,English,0
CUST0054865,South East,18-24,10,English,0
CUST0060551,West Midlands,35-44,8,English,0
CUST0178433,North West,18-24,104,English,0
CUST0119808,North West,35-44,54,English,0
CUST0071787,Wales,18-24,21,English,0
CUST0110008,West Midlands,55-64,8,English,0
CUST0197282,London,45-54,9,English,0
CUST0013074,London,25-34,97,English,0
CUST0042039,London,45-54,34,English,0
CUST0039892,London,35-44,15,English,0
CUST0092807,South West,45-54,22,English,0
CUST0193834,Yorkshire,18-24,46,Polish,0
CUST0028052,Wales,55-64,31,English,0
CUST0162284,Northern Ireland,45-54,49,English,0
CUST0147080,Northern Ireland,18-24,37,English,0
CUST0085202,West Midlands,35-44,70,English,0
CUST0095923,North West,35-44,32,English,0
CUST0131886,London,65+,50,English,0
CUST0160143,London,25-34,102,English,0
CUST0076677,East Midlands,45-54,31,English,0
CUST0078698,South East,35-44,66,English,0
CUST0189901,Yorkshire,45-54,63,English,0
CUST0000011,South East,45-54,7,English,0
CUST0011081,North West,45-54,3,English,0
CUST0185094,North West,45-54,51,English,0
CUST0033862,London,25-34,24,English,0
CUST0158714,Scotland,45-54,18,English,0
CUST0146229,South East,65+,45,English,0
CUST0185325,West Midlands,65+,38,English,0
CUST0040339,East Midlands,25-34,49,English,0
CUST0154388,Northern Ireland,45-54,10,English,0
CUST0051280,Scotland,25-34,8,Welsh,0
CUST0063477,London,25-34,37,English,0
CUST0049047,East Midlands,35-44,20,English,0
CUST0196629,East Midlands,35-44,44,English,0
CUST0131340,West Midlands,65+,8,English,0
CUST0140318,London,25-34,47,English,0
CUST0020328,West Midlands,35-44,8,English,0
CUST0132556,East Midlands,55-64,35,English,0
CUST0014934,Scotland,45-54,36,English,0
CUST0063739,Northern Ireland,25-34,12,English,0
CUST0197903,North West,35-44,55,English,0
CUST0162700,Yorkshire,65+,67,English,1
CUST0146699,East Midlands,35-44,15,English,0
CUST0076117,South East,65+,32,English,0
CUST0059467,North West,35-44,19,English,0
CUST0172962,London,65+,65,English,0
CUST0165693,South East,55-64,48,English,1
CUST0128548,West Midlands,45-54,38,English,0
CUST0080294,Northern Ireland,35-44,3,Romanian,0
CUST0099398,South East,35-44,13,English,0
CUST0172343,South East,25-34,73,English,0
CUST0183926,South East,45-54,10,English,0
CUST0013502,London,45-54,49,English,0
CUST0010089,London,65+,22,English,0
CUST0132062,North West,55-64,32,English,0
CUST0063938,Yorkshire,45-54,31,English,0
CUST0071495,Scotland,45-54,18,Polish,0
CUST0145253,London,25-34,35,English,0
CUST0089414,North West,25-34,15,English,0
CUST0197271,Scotland,35-44,8,English,0
CUST0157649,South West,35-44,40,English,0
CUST0097303,Wales,35-44,105,English,0
CUST0147779,London,35-44,22,English,0
CUST0109113,Wales,18-24,5,English,0
CUST0121099,Northern Ireland,35-44,6,English,0
CUST0193889,Northern Ireland,25-34,23,English,0
CUST0016672,Scotland,65+,29,English,0
CUST0011501,South East,35-44,13,English,0
CUST0157157,South East,18-24,51,English,0
CUST0161020,North West,25-34,19,English,0
CUST0192130,South East,25-34,34,English,0
CUST0047680,Scotland,45-54,37,English,0
CUST0064721,South West,55-64,69,English,0
CUST0105736,Scotland,55-64,5,English,0
CUST0126033,Yorkshire,35-44,27,English,0
CUST0004578,East Midlands,55-64,25,English,0
CUST0010037,London,35-44,7,English,0
CUST0077544,Scotland,65+,55,English,0
CUST0037966,Scotland,45-54,80,English,0
CUST0017362,London,65+,66,Polish,0
CUST0166905,East Midlands,65+,48,English,0
CUST0056177,Yorkshire,45-54,16,English,0
CUST0172339,West Midlands,25-34,18,English,0
CUST0147366,Wales,25-34,16,English,0
CUST0092582,Scotland,25-34,19,English,0
CUST0013572,London,35-44,54,English,0
CUST0044208,South East,35-44,35,English,0
CUST0164409,West Midlands,25-34,35,English,0
CUST0009738,East Midlands,25-34,24,English,0
CUST0170171,East Midlands,65+,6,English,0
CUST0152404,Scotland,25-34,39,English,0
CUST0169326,North West,35-44,45,English,0
CUST0175577,London,55-64,11,Welsh,0
CUST0105761,Scotland,55-64,57,English,1
CUST0069167,Scotland,45-54,4,English,0
CUST0153153,Yorkshire,25-34,17,English,0
CUST0102535,South East,45-54,50,English,0
CUST0033137,West Midlands,18-24,16,English,0
CUST0011765,,65+,46,English,0
CUST0074917,London,45-54,2,English,0
CUST0084272,Wales,25-34,28,English,0
CUST0002298,South East,35-44,83,English,0
CUST0077952,Wales,25-34,8,Urdu,0
CUST0059279,East Midlands,25-34,83,English,0
CUST0188800,East Midlands,55-64,47,English,0
CUST0173984,London,45-54,15,English,0
CUST0144143,North West,45-54,148,English,0
CUST0077023,South East,65+,33,English,0
CUST0162741,Scotland,25-34,39,English,0
CUST0116236,South West,35-44,39,Urdu,0
CUST0021205,Scotland,35-44,51,English,0
CUST0002439,North West,45-54,46,English,0
CUST0109908,Yorkshire,35-44,24,English,0
CUST0092667,London,35-44,22,English,0
CUST0055898,South East,65+,24,English,0
CUST0133480,London,18-24,20,English,0
CUST0177984,Yorkshire,18-24,14,English,0
CUST0097726,London,45-54,42,English,0
CUST0077777,North West,45-54,60,English,0
CUST0066656,London,45-54,13,English,0
CUST0115766,South East,55-64,36,English,0
CUST0136686,Scotland,55-64,25,English,0
CUST0129757,Northern Ireland,35-44,23,English,0
CUST0130971,London,55-64,80,English,0
CUST0048604,North West,45-54,70,English,0
CUST0002129,Northern Ireland,35-44,51,English,0
CUST0169608,london,35-44,36,English,0
CUST0178161,South West,45-54,31,English,0
CUST0161248,Wales,65+,8,English,0
CUST0131877,London,55-64,12,English,0
CUST0029428,North West,45-54,68,English,0
CUST0147847,Northern Ireland,35-44,19,English,0
CUST0128191,London,45-54,29,English,0
CUST0105181,West Midlands,25-34,129,English,0
CUST0194075,Northern Ireland,55-64,41,English,0
CUST0033507,London,25-34,38,English,0
CUST0154359,Yorkshire,55-64,12,English,0
CUST0093267,Northern Ireland,35-44,14,English,1
CUST0017348,North West,35-44,72,English,0
CUST0121015,Yorkshire,45-54,70,English,0
CUST0046861,Yorkshire,45-54,42,Romanian,0
CUST0037840,West Midlands,45-54,59,English,0
CUST0153439,Scotland,25-34,41,English,0
CUST0015614,London,35-44,55,English,0
CUST0073224,London,25-34,52,English,0
CUST0105498,Wales,55-64,26,English,0
CUST0047083,West Midlands,18-24,20,English,0
CUST0065435,London,25-34,28,English,0
CUST0069913,Wales,18-24,53,English,0
CUST0062815,London,25-34,58,English,0
CUST0163057,Wales,45-54,13,English,0
CUST0101247,London,25-34,70,English,0
CUST0077192,London,25-34,19,English,0
CUST0002895,London,45-54,48,Polish,1
CUST0197179,Wales,45-54,13,English,0
CUST0129709,North West,55-64,11,English,0
CUST0133591,West Midlands,65+,11,English,0
CUST0004035,London,25-34,52,English,0
CUST0118410,London,55-64,13,English,0
CUST0159711,West Midlands,25-34,16,Romanian,0
CUST0162907,North West,45-54,15,English,0
CUST0177601,Scotland,35-44,59,English,0
CUST0106382,Yorkshire,35-44,17,English,0
CUST0010937,London,18-24,13,English,0
CUST0155618,South West,55-64,12,English,0
CUST0143338,East Midlands,45-54,19,English,0
CUST0055320,Scotland,35-44,54,English,0
CUST0173439,North West,55-64,55,Welsh,0
CUST0126413,South West,25-34,32,English,0
CUST0187255,West Midlands,65+,46,English,1
CUST0100988,South East,45-54,149,English,0
CUST0192455,North West,25-34,40,English,0
CUST0152004,Yorkshire,45-54,27,Polish,0
CUST0101212,South West,55-64,31,English,0
CUST0096936,South East,55-64,18,English,0
CUST0113900,Northern Ireland,35-44,73,English,0
CUST0190822,West Midlands,35-44,48,English,0
CUST0143226,North West,35-44,13,English,0
CUST0028758,Yorkshire,25-34,12,English,0
CUST0075674,Yorkshire,25-34,30,English,0
CUST0040021,Wales,25-34,26,English,0
CUST0029783,London,25-34,7,English,0
CUST0088934,London,55-64,22,English,0
CUST0134928,Wales,45-54,35,English,0
CUST0092199,North West,25-34,23,English,0
CUST0021707,Yorkshire,55-64,31,English,0
CUST0122701,South East,35-44,18,English,0
CUST0070258,Scotland,25-34,13,Urdu,0
CUST0099835,Wales,45-54,54,English,0
CUST0158054,South East,45-54,9,English,0
CUST0165931,Yorkshire,18-24,31,English,0
CUST0050896,South East,35-44,123,English,0
CUST0050309,North West,25-34,56,English,0
CUST0026556,Yorkshire,25-34,55,English,0
CUST0056424,East Midlands,45-54,46,English,0
CUST0065119,Wales,35-44,7,English,0
CUST0154876,Yorkshire,45-54,114,English,0
CUST0013673,London,25-34,22,English,0
CUST0154667,South East,35-44,46,English,0
CUST0179755,London,25-34,59,Urdu,0
CUST0025720,West Midlands,25-34,33,English,0
CUST0035498,West Midlands,18-24,27,English,0
CUST0067974,Scotland,35-44,52,English,0
CUST0164549,East Midlands,45-54,10,English,0
CUST0167986,South West,45-54,13,English,0
CUST0123654,Scotland,45-54,10,English,0
CUST0113693,East Midlands,35-44,30,English,0
CUST0173954,South West,25-34,2,English,0
CUST0074790,,55-64,43,English,0
CUST0136758,London,35-44,19,English,0
CUST0196928,London,55-64,14,Punjabi,0
CUST0183408,Yorkshire,45-54,91,Polish,0
CUST0014520,North West,25-34,6,English,0
CUST0193952,South West,45-54,89,English,0
CUST0133666,North West,55-64,11,English,0
CUST0103995,Yorkshire,35-44,13,English,0
CUST0189710,East Midlands,45-54,32,English,0
CUST0087606,South West,35-44,60,Urdu,0
CUST0177044,Northern Ireland,55-64,34,English,0
CUST0025952,Wales,55-64,30,English,1
CUST0168965,North West,35-44,15,English,0
CUST0002586,South East,35-44,33,English,1
CUST0130170,London,55-64,5,English,0
CUST0035398,West Midlands,45-54,84,English,0
CUST0053872,London,55-64,7,English,1
CUST0015001,West Midlands,45-54,87,English,0
CUST0070523,Scotland,45-54,12,English,0
CUST0095871,North West,25-34,93,English,0
CUST0075715,South East,25-34,118,English,0
CUST0198889,London,45-54,12,English,0
CUST0120164,Yorkshire,45-54,42,English,0
CUST0038254,North West,25-34,11,English,0
CUST0031555,Scotland,45-54,16,English,0
CUST0042862,East Midlands,65+,13,Urdu,1
CUST0039603,North West,55-64,14,English,1
CUST0064755,London,45-54,26,English,0
CUST0122188,South East,35-44,32,English,0
CUST0041673,North West,55-64,46,English,0
CUST0067072,East Midlands,45-54,50,English,0
CUST0020698,London,65+,20,Urdu,0
CUST0027614,South West,35-44,72,English,0
CUST0034216,Wales,35-44,41,English,0
CUST0091977,Wales,45-54,19,English,1
CUST0031216,Scotland,25-34,109,English,0
CUST0057904,North West,25-34,13,English,0
CUST0187861,Wales,25-34,41,English,0
CUST0180756,South West,35-44,42,English,0
CUST0105967,West Midlands,45-54,25,Punjabi,0
CUST0099869,West Midlands,35-44,17,English,0
CUST0049204,South East,25-34,84,English,0
CUST0168428,South West,18-24,43,English,0
CUST0144459,South East,25-34,15,English,0
CUST0172125,South East,35-44,53,English,0
CUST0115594,,45-54,27,English,0
CUST0005666,Northern Ireland,35-44,12,English,0
CUST0060411,London,18-24,33,English,0
CUST0167407,North West,25-34,21,English,0
CUST0013630,Yorkshire,35-44,30,English,0
CUST0153228,South West,45-54,76,English,0
CUST0010316,Yorkshire,45-54,83,English,0
CUST0126845,Scotland,45-54,25,English,0
CUST0045510,South East,25-34,4,English,0
CUST0124625,North West,25-34,33,English,0
CUST0110442,East Midlands,25-34,98,English,0
CUST0107314,Wales,35-44,45,English,0
CUST0032134,Yorkshire,45-54,9,English,0
CUST0125776,Wales,55-64,67,English,0
CUST0035871,Northern Ireland,25-34,37,English,0
CUST0130005,South West,18-24,79,English,0
CUST0075599,South East,55-64,15,English,0
CUST0156970,South West,35-44,33,English,0
CUST0021412,South East,65+,24,English,0
CUST0124662,East Midlands,45-54,68,English,0
CUST0165755,North West,55-64,14,English,0
CUST0031062,Yorkshire,35-44,16,English,0
CUST0127127,London,65+,118,Punjabi,0
CUST0062036,North West,25-34,23,Welsh,0
CUST0040764,South West,55-64,35,English,0
CUST0031957,South East,35-44,74,English,0
CUST0183956,West Midlands,55-64,16,English,0
CUST0111421,London,55-64,58,English,0
CUST0176585,South West,55-64,22,Urdu,0
CUST0041082,Yorkshire,25-34,76,English,0
CUST0053571,South East,55-64,76,English,0
CUST0139067,Yorkshire,25-34,18,English,0
CUST0102260,North West,45-54,13,English,0
CUST0085542,Yorkshire,55-64,29,English,0
CUST0009200,Scotland,18-24,34,English,0
CUST0188373,North West,45-54,69,Urdu,0
CUST0095023,West Midlands,25-34,10,English,0
CUST0087193,Scotland,18-24,36,English,0
CUST0084219,Wales,35-44,32,English,0
CUST0038143,West Midlands,25-34,45,English,0
CUST0132679,London,35-44,52,English,0
CUST0153049,South West,65+,17,English,0
CUST0198477,East Midlands,25-34,52,English,0
CUST0072629,East Midlands,25-34,6,Romanian,0
CUST0161963,South East,35-44,32,Romanian,0
CUST0103031,Scotland,25-34,46,English,0
CUST0060403,Scotland,55-64,39,English,0
CUST0112920,North West,25-34,26,English,0
CUST0169386,North West,18-24,13,English,0
CUST0045864,London,35-44,36,English,0
CUST0177713,East Midlands,65+,62,English,0
CUST0183225,South West,45-54,16,English,0
CUST0177358,Yorkshire,35-44,20,English,0
CUST0053863,Yorkshire,45-54,23,Polish,0
CUST0023475,South West,45-54,7,English,0
CUST0095677,Yorkshire,25-34,17,English,0
CUST0075627,South West,25-34,20,English,0
CUST0015075,South East,25-34,41,English,0
CUST0057723,West Midlands,25-34,16,English,0
